,contact_time,day,id1,id2
131,960,22,49,45
132,960,22,71,81
133,960,22,18,59
134,960,22,27,30
135,960,22,24,84
136,980,22,4,84
137,980,22,27,30
138,980,22,71,81
139,980,22,8,51
140,980,22,18,59
141,980,22,24,84
142,980,22,66,23
143,980,22,49,45
144,1000,22,18,59
145,1000,22,4,84
146,1000,22,49,45
147,1000,22,8,51
148,1000,22,66,23
149,1000,22,71,81
150,1000,22,27,30
151,1000,22,81,82
152,1020,22,40,60
153,1020,22,8,51
154,1020,22,66,23
155,1020,22,18,59
156,1020,22,49,45
157,1020,22,4,84
158,1040,22,18,59
159,1040,22,66,23
160,1040,22,27,30
161,1040,22,4,84
162,1040,22,49,45
163,1040,22,8,51
164,1060,22,18,59
165,1060,22,8,51
166,1060,22,66,23
167,1060,22,40,60
168,1060,22,4,84
169,1060,22,49,45
170,1080,22,49,45
171,1080,22,8,51
172,1080,22,18,59
173,1080,22,66,23
174,1100,22,34,14
175,1100,22,66,23
176,1100,22,8,51
177,1100,22,49,45
178,1120,22,8,51
179,1120,22,49,45
180,1120,22,18,59
181,1120,22,66,23
182,1120,22,81,52
183,1120,22,4,84
184,1120,22,79,9
185,1140,22,50,36
186,1140,22,66,23
187,1140,22,81,52
188,1140,22,49,45
189,1140,22,8,51
190,1160,22,49,45
191,1160,22,67,8
192,1160,22,8,51
193,1160,22,4,84
194,1180,22,8,51
195,1180,22,18,59
196,1180,22,66,23
197,1180,22,49,45
198,1200,22,8,51
199,1200,22,18,59
200,1200,22,66,23
201,1200,22,49,45
202,1220,22,8,51
203,1220,22,66,23
204,1220,22,18,59
205,1240,22,8,51
206,1240,22,18,59
207,1240,22,49,45
208,1240,22,66,23
209,1260,22,8,51
210,1260,22,61,76
211,1260,22,49,45
212,1260,22,18,59
213,1280,22,8,51
214,1280,22,63,54
215,1280,22,49,45
216,1300,22,8,51
217,1300,22,65,37
218,1300,22,40,60
219,1300,22,4,84
220,1300,22,49,45
221,1320,22,4,84
222,1320,22,50,36
223,1320,22,8,51
224,1320,22,40,60
225,1340,22,15,48
226,1340,22,67,8
227,1340,22,4,84
228,1340,22,8,51
229,1340,22,40,60
230,1360,22,4,84
231,1360,22,8,51
232,1360,22,15,48
233,1360,22,40,60
234,1380,22,40,60
235,1380,22,15,48
236,1380,22,8,51
237,1380,22,67,8
238,1400,22,8,51
239,1400,22,40,60
240,1400,22,78,38
241,1400,22,66,23
242,1420,22,66,23
243,1420,22,63,70
244,1420,22,40,60
245,1420,22,15,48
246,1420,22,8,51
247,1440,22,81,52
248,1440,22,40,60
249,1440,22,15,48
250,1440,22,66,23
251,1460,22,63,70
252,1460,22,40,60
253,1460,22,15,48
254,1460,22,66,23
255,1480,22,66,23
256,1480,22,15,48
257,1480,22,40,60
258,1480,22,57,2
259,1480,22,78,38
260,1500,22,40,60
261,1500,22,66,23
262,1520,22,40,60
263,1520,22,66,23
264,1520,22,57,2
265,1540,22,40,60
266,1540,22,28,36
267,1560,22,66,23
268,1560,22,40,60
269,1560,22,28,36
270,1560,22,61,76
271,1580,22,40,60
272,1580,22,49,45
273,1580,22,61,76
274,1580,22,28,36
275,1580,22,8,51
276,1600,22,40,60
277,1600,22,28,36
278,1620,22,40,60
279,1620,22,28,36
280,1640,22,28,36
281,1640,22,40,60
282,1640,22,34,14
283,1640,22,66,23
284,1660,22,8,51
285,1660,22,40,60
286,1680,22,40,60
287,1700,22,67,8
288,1700,22,8,51
289,1720,22,66,23
290,1740,22,28,36
291,1740,22,66,23
292,1760,22,28,36
293,1760,22,66,23
294,1780,22,61,76
295,1780,22,66,23
296,1780,22,28,36
297,1800,22,28,36
298,1800,22,66,23
299,1820,22,12,81
300,1820,22,81,52
301,1820,22,12,52
302,1820,22,66,23
303,1840,22,50,28
304,1840,22,66,23
305,1840,22,81,52
306,1840,22,12,81
307,1860,22,66,23
308,1880,22,66,23
309,1900,22,66,23
310,1920,22,66,23
311,1940,22,66,23
312,1960,22,78,38
313,1960,22,66,23
314,1980,22,78,38
315,1980,22,12,81
316,1980,22,28,36
317,1980,22,81,23
318,1980,22,66,23
319,2000,22,81,52
320,2000,22,66,23
321,2000,22,50,28
322,2000,22,12,81
323,2000,22,28,36
324,2000,22,78,38
325,2020,22,78,38
326,2020,22,81,52
327,2020,22,66,23
328,2020,22,12,81
329,2040,22,78,38
330,2040,22,34,14
331,2040,22,66,23
332,2040,22,81,52
333,2060,22,66,23
334,2060,22,81,52
335,2080,22,67,8
336,2080,22,12,81
337,2080,22,66,23
338,2080,22,78,38
339,2080,22,81,52
340,2100,22,28,36
341,2100,22,12,81
342,2100,22,81,52
343,2120,22,81,52
344,2120,22,65,37
345,2120,22,12,81
346,2120,22,28,36
347,2120,22,66,23
348,2140,22,28,36
349,2140,22,65,37
350,2160,22,65,37
351,2160,22,28,36
352,2180,22,29,1
353,2180,22,65,37
354,2180,22,28,36
355,2200,22,29,1
356,2200,22,28,36
357,2200,22,67,8
358,2200,22,24,84
359,2200,22,65,37
360,2220,22,13,53
361,2220,22,65,37
362,2220,22,12,23
363,2240,22,65,37
364,2240,22,12,23
365,2240,22,4,84
366,2280,22,34,14
367,2280,22,4,84
368,2280,22,78,38
369,2280,22,12,23
370,2300,22,4,84
371,2300,22,34,14
372,2300,22,78,38
373,2320,22,34,14
374,2320,22,28,36
375,2320,22,78,38
376,2320,22,67,51
377,2340,22,12,23
378,2340,22,34,14
379,2340,22,12,52
380,2340,22,28,36
381,2340,22,67,51
382,2340,22,23,52
383,2340,22,66,23
384,2360,22,34,14
385,2360,22,67,51
386,2360,22,28,36
387,2360,22,81,29
388,2380,22,43,11
389,2380,22,65,37
390,2380,22,55,62
391,2380,22,28,36
392,2400,22,43,11
393,2400,22,61,76
394,2400,22,28,36
395,2420,22,34,14
396,2420,22,66,23
397,2420,22,46,26
398,2420,22,55,62
399,2420,22,4,84
400,2420,22,43,11
401,2440,22,28,36
402,2440,22,43,11
403,2440,22,34,14
404,2440,22,55,62
405,2440,22,67,51
406,2460,22,4,84
407,2460,22,24,84
408,2460,22,67,51
409,2460,22,43,11
410,2480,22,39,18
411,2480,22,43,11
412,2480,22,12,23
413,2480,22,63,81
414,2480,22,81,52
415,2480,22,55,62
416,2500,22,43,11
417,2500,22,39,18
418,2500,22,55,62
419,2520,22,43,11
420,2520,22,39,18
421,2520,22,67,51
422,2540,22,28,36
423,2540,22,39,18
424,2540,22,34,14
425,2540,22,43,11
426,2540,22,55,62
427,2560,22,55,62
428,2560,22,67,51
429,2560,22,39,18
430,2560,22,34,14
431,2560,22,43,11
432,2560,22,28,36
433,2580,22,55,62
434,2580,22,34,14
435,2580,22,28,36
436,2580,22,43,11
437,2600,22,28,36
438,2600,22,34,14
439,2600,22,43,11
440,2600,22,50,28
441,2620,22,43,11
442,2620,22,67,51
443,2620,22,81,52
444,2640,22,43,11
445,2640,22,36,30
446,2660,22,78,38
447,2660,22,81,52
448,2660,22,43,11
449,2660,22,12,23
450,2660,22,67,51
451,2660,22,28,36
452,2680,22,43,11
453,2680,22,28,36
454,2680,22,66,23
455,2680,22,34,14
456,2680,22,78,38
457,2680,22,12,23
458,2700,22,81,52
459,2700,22,54,70
460,2700,22,43,11
461,2700,22,28,36
462,2720,22,66,23
463,2720,22,81,52
464,2720,22,43,11
465,2720,22,54,70
466,2720,22,28,36
467,2720,22,78,38
468,2720,22,4,70
469,2740,22,43,11
470,2740,22,54,70
471,2740,22,78,38
472,2740,22,4,70
473,2740,22,67,51
474,2740,22,66,23
475,2740,22,81,52
476,2760,22,66,23
477,2760,22,4,70
478,2760,22,43,11
479,2760,22,54,70
480,2780,22,43,11
481,2780,22,4,70
482,2780,22,13,53
483,2780,22,81,52
484,2780,22,54,70
485,2780,22,66,23
486,2780,22,78,38
487,2800,22,66,23
488,2800,22,78,38
489,2800,22,43,11
490,2800,22,4,70
491,2820,22,66,23
492,2820,22,78,38
493,2820,22,43,11
494,2820,22,4,70
495,2820,22,54,4
496,2820,22,14,64
497,2840,22,43,11
498,2840,22,66,23
499,2840,22,4,70
500,2860,22,28,36
501,2860,22,28,30
502,2860,22,4,70
503,2860,22,66,23
504,2860,22,43,11
505,2860,22,67,51
506,2880,22,54,70
507,2880,22,28,36
508,2880,22,43,11
509,2880,22,4,70
510,2900,22,54,70
511,2900,22,54,4
512,2900,22,66,23
513,2900,22,4,70
514,2920,22,43,11
515,2920,22,54,4
516,2920,22,4,70
517,2940,22,28,36
518,2940,22,54,70
519,2940,22,67,51
520,2940,22,4,70
521,2960,22,66,23
522,2960,22,54,70
523,2960,22,67,51
524,2960,22,27,36
525,2960,22,28,36
526,2960,22,4,70
527,2980,22,28,36
528,2980,22,66,23
529,2980,22,67,51
530,3000,22,66,23
531,3000,22,67,51
532,3000,22,43,11
533,3000,22,28,36
534,3020,22,67,51
535,3020,22,66,23
536,3020,22,27,28
537,3040,22,54,70
538,3040,22,67,51
539,3040,22,66,23
540,3060,22,43,11
541,3060,22,67,51
542,3060,22,28,36
543,3060,22,50,28
544,3060,22,54,70
545,3060,22,81,52
546,3080,22,66,23
547,3080,22,78,38
548,3080,22,81,52
549,3080,22,67,51
550,3080,22,28,36
551,3080,22,54,70
552,3100,22,55,62
553,3100,22,67,51
554,3100,22,28,36
555,3100,22,66,23
556,3120,22,66,23
557,3120,22,67,51
558,3120,22,32,31
559,3120,22,28,36
560,3140,22,67,51
561,3140,22,43,11
562,3140,22,28,36
563,3140,22,66,23
564,3160,22,28,36
565,3160,22,66,23
566,3160,22,67,51
567,3160,22,43,11
568,3160,22,16,42
569,3180,22,67,51
570,3180,22,28,36
571,3180,22,16,42
572,3180,22,55,62
573,3180,22,81,52
574,3200,22,66,23
575,3200,22,43,11
576,3200,22,86,47
577,3200,22,50,28
578,3200,22,55,62
579,3200,22,28,36
580,3220,22,81,52
581,3220,22,50,28
582,3220,22,55,62
583,3220,22,86,47
584,3240,22,50,36
585,3240,22,55,62
586,3240,22,50,28
587,3240,22,86,47
588,3240,22,28,36
589,3260,22,66,23
590,3260,22,79,47
591,3260,22,67,51
592,3260,22,86,47
593,3260,22,50,36
594,3260,22,43,11
595,3260,22,55,62
596,3280,22,79,47
597,3280,22,86,47
598,3280,22,50,36
599,3280,22,55,62
600,3280,22,43,11
601,3280,22,27,30
602,3280,22,86,79
603,3300,22,43,11
604,3300,22,16,42
605,3300,22,67,51
606,3300,22,50,36
607,3300,22,55,62
608,3300,22,54,70
609,3300,22,79,47
610,3300,22,34,14
611,3320,22,67,51
612,3320,22,79,47
613,3320,22,50,36
614,3320,22,55,62
615,3320,22,14,64
616,3320,22,54,70
617,3320,22,27,28
618,3340,22,55,62
619,3340,22,43,11
620,3340,22,66,23
621,3340,22,67,51
622,3340,22,53,58
623,3340,22,50,36
624,3360,22,55,62
625,3360,22,53,58
626,3360,22,27,50
627,3360,22,43,11
628,3360,22,50,36
629,3360,22,66,23
630,3360,22,67,51
631,3380,22,55,62
632,3380,22,53,58
633,3380,22,66,23
634,3380,22,67,51
635,3400,22,67,51
636,3400,22,66,23
637,3400,22,54,70
638,3400,22,53,58
639,3400,22,55,62
640,3420,22,55,62
641,3420,22,67,51
642,3420,22,66,23
643,3440,22,67,51
644,3440,22,16,42
645,3440,22,55,62
646,3440,22,66,23
647,3460,22,54,70
648,3460,22,66,23
649,3460,22,67,51
650,3460,22,16,42
651,3460,22,55,62
652,3480,22,15,48
653,3480,22,67,51
654,3480,22,14,64
655,3480,22,66,23
656,3480,22,54,70
657,3480,22,55,62
658,3500,22,66,23
659,3500,22,55,62
660,3500,22,54,70
661,3500,22,67,51
662,3520,22,14,64
663,3520,22,67,51
664,3540,22,55,62
665,3540,22,67,51
666,3540,22,54,70
667,3560,22,54,70
668,3560,22,15,48
669,3560,22,55,62
670,3560,22,67,51
671,3580,22,43,11
672,3580,22,55,62
673,3580,22,66,23
674,3580,22,67,51
675,3600,22,15,48
676,3600,22,55,62
677,3600,22,66,23
678,3600,22,67,51
679,3620,22,55,62
680,3620,22,46,21
681,3620,22,50,36
682,3620,22,67,51
683,3620,22,66,23
684,3620,22,15,48
685,3640,22,55,62
686,3640,22,46,21
687,3640,22,67,51
688,3640,22,66,23
689,3660,22,67,51
690,3660,22,66,23
691,3660,22,81,52
692,3660,22,15,48
693,3660,22,46,21
694,3680,22,67,51
695,3680,22,66,23
696,3680,22,16,42
697,3680,22,46,21
698,3680,22,81,52
699,3680,22,50,36
700,3680,22,27,36
701,3680,22,15,48
702,3700,22,27,36
703,3700,22,81,52
704,3700,22,55,62
705,3700,22,66,23
706,3700,22,54,70
707,3700,22,46,21
708,3700,22,43,11
709,3700,22,15,48
710,3700,22,67,51
711,3720,22,81,52
712,3720,22,67,51
713,3720,22,15,48
714,3720,22,66,23
715,3720,22,55,62
716,3720,22,46,21
717,3740,22,67,51
718,3740,22,81,52
719,3740,22,55,62
720,3740,22,46,21
721,3760,22,67,51
722,3760,22,8,51
723,3760,22,63,70
724,3760,22,81,52
725,3780,22,46,21
726,3780,22,81,52
727,3780,22,54,70
728,3780,22,63,70
729,3780,22,67,51
730,3780,22,63,54
731,3800,22,54,70
732,3800,22,50,36
733,3800,22,66,23
734,3800,22,78,38
735,3800,22,67,51
736,3800,22,63,54
737,3800,22,81,52
738,3800,22,55,62
739,3800,22,46,21
740,3820,22,46,21
741,3820,22,14,64
742,3820,22,54,70
743,3820,22,67,51
744,3820,22,50,36
745,3820,22,81,52
746,3820,22,63,70
747,3840,22,66,23
748,3840,22,28,36
749,3840,22,78,38
750,3840,22,14,64
751,3840,22,27,36
752,3840,22,27,28
753,3840,22,81,52
754,3840,22,67,51
755,3840,22,67,8
756,3840,22,50,36
757,3860,22,27,36
758,3860,22,14,64
759,3860,22,28,36
760,3860,22,67,51
761,3860,22,78,38
762,3860,22,66,23
763,3860,22,27,28
764,3860,22,32,31
765,3860,22,46,21
766,3880,22,67,51
767,3880,22,27,36
768,3880,22,66,23
769,3880,22,32,31
770,3900,22,67,51
771,3900,22,27,36
772,3900,22,66,23
773,3900,22,46,26
774,3920,22,66,23
775,3920,22,27,36
776,3920,22,67,51
777,3920,22,46,26
778,3940,22,50,36
779,3940,22,66,23
780,3940,22,67,51
781,3940,22,14,64
782,3940,22,34,14
783,3960,22,34,14
784,3960,22,67,51
785,3960,22,50,36
786,3960,22,66,23
787,3980,22,66,23
788,3980,22,67,51
789,3980,22,50,36
790,4000,22,81,52
791,4000,22,41,14
792,4000,22,66,23
793,4000,22,50,36
794,4000,22,67,51
795,4020,22,41,64
796,4020,22,67,51
797,4020,22,66,23
798,4020,22,81,52
799,4020,22,50,36
800,4020,22,8,51
801,4040,22,81,52
802,4040,22,67,51
803,4040,22,41,14
804,4040,22,50,36
805,4040,22,66,23
806,4060,22,81,52
807,4060,22,67,51
808,4060,22,66,23
809,4080,22,67,51
810,4080,22,66,23
811,4100,22,66,23
812,4100,22,81,52
813,4100,22,27,36
814,4120,22,66,23
815,4120,22,34,14
816,4120,22,81,52
817,4140,22,50,36
818,4140,22,66,23
819,4140,22,34,14
820,4160,22,86,79
821,4160,22,50,36
822,4160,22,66,23
823,4180,22,66,23
824,4180,22,18,59
825,4200,22,46,26
826,4200,22,66,23
827,4200,22,18,59
828,4220,22,18,59
829,4220,22,26,21
830,4240,22,54,70
831,4260,22,69,47
832,4260,22,19,75
833,4260,22,67,51
834,4280,22,18,59
835,4280,22,46,26
836,4280,22,54,70
837,4300,22,69,47
838,4300,22,41,14
839,4320,22,86,69
840,4320,22,26,21
841,4320,22,44,41
842,4320,22,66,23
843,4320,22,81,52
844,4340,22,8,51
845,4340,22,41,64
846,4340,22,86,69
847,4340,22,66,23
848,4340,22,18,59
849,4360,22,67,8
850,4360,22,66,23
851,4360,22,81,52
852,4360,22,26,21
853,4360,22,18,59
854,4360,22,8,51
855,4360,22,86,69
856,4380,22,27,50
857,4380,22,66,23
858,4380,22,27,36
859,4380,22,67,51
860,4380,22,67,8
861,4380,22,81,52
862,4380,22,1,33
863,4380,22,8,51
864,4380,22,18,59
865,4400,22,66,23
866,4400,22,46,26
867,4400,22,81,52
868,4400,22,1,33
869,4400,22,27,50
870,4400,22,40,60
871,4400,22,18,59
872,4420,22,66,23
873,4420,22,46,26
874,4420,22,40,60
875,4420,22,27,50
876,4420,22,4,84
877,4420,22,18,59
878,4420,22,1,33
879,4440,22,27,50
880,4440,22,40,60
881,4440,22,66,23
882,4440,22,41,14
883,4440,22,34,41
884,4460,22,66,23
885,4460,22,1,33
886,4460,22,4,84
887,4460,22,50,36
888,4460,22,46,26
889,4460,22,34,14
890,4460,22,40,60
891,4460,22,27,50
892,4480,22,40,60
893,4480,22,4,84
894,4480,22,50,36
895,4480,22,27,50
896,4500,22,40,60
897,4500,22,1,33
898,4500,22,34,14
899,4500,22,46,26
900,4500,22,66,23
901,4500,22,57,68
902,4520,22,1,33
903,4520,22,34,14
904,4520,22,40,60
905,4520,22,46,26
906,4520,22,66,23
907,4540,22,1,33
908,4540,22,46,26
909,4540,22,68,2
910,4540,22,50,36
911,4540,22,40,60
912,4540,22,18,59
913,4540,22,81,52
914,4540,22,66,23
915,4560,22,50,36
916,4560,22,41,64
917,4560,22,40,60
918,4560,22,81,52
919,4560,22,1,33
920,4560,22,46,26
921,4580,22,40,60
922,4580,22,66,23
923,4580,22,44,41
924,4580,22,81,52
925,4580,22,41,64
926,4580,22,1,33
927,4600,22,66,23
928,4600,22,1,33
929,4600,22,40,60
930,4600,22,41,64
931,4600,22,18,59
932,4600,22,50,28
933,4600,22,27,28
934,4620,22,50,36
935,4620,22,4,84
936,4620,22,86,79
937,4620,22,1,33
938,4620,22,66,23
939,4620,22,27,36
940,4620,22,28,36
941,4620,22,26,21
942,4620,22,34,14
943,4620,22,40,60
944,4640,22,66,23
945,4640,22,28,36
946,4640,22,41,64
947,4640,22,50,36
948,4640,22,1,33
949,4640,22,40,60
950,4640,22,26,21
951,4640,22,41,14
952,4660,22,4,84
953,4660,22,69,47
954,4660,22,1,33
955,4660,22,27,36
956,4660,22,41,64
957,4660,22,41,14
958,4660,22,40,60
959,4660,22,27,28
960,4680,22,40,60
961,4680,22,44,41
962,4680,22,27,28
963,4680,22,66,23
964,4680,22,69,47
965,4700,22,41,64
966,4700,22,1,33
967,4700,22,53,58
968,4700,22,69,47
969,4700,22,41,14
970,4700,22,27,28
971,4700,22,40,60
972,4720,22,39,18
973,4720,22,53,58
974,4720,22,66,23
975,4720,22,41,14
976,4720,22,1,33
977,4720,22,79,69
978,4720,22,40,60
979,4740,22,26,21
980,4740,22,79,69
981,4740,22,81,52
982,4740,22,40,60
983,4740,22,86,79
984,4740,22,79,47
985,4740,22,39,18
986,4740,22,1,33
987,4740,22,4,84
988,4760,22,1,33
989,4760,22,40,60
990,4760,22,39,59
991,4760,22,86,79
992,4760,22,86,69
993,4760,22,4,84
994,4760,22,66,23
995,4760,22,50,36
996,4760,22,63,81
997,4780,22,53,58
998,4780,22,26,21
999,4780,22,86,79
1000,4780,22,66,23
1001,4780,22,40,60
1002,4780,22,4,84
1003,4800,22,40,60
1004,4800,22,53,58
1005,4800,22,26,21
1006,4800,22,68,2
1007,4800,22,4,84
1008,4800,22,86,79
1009,4820,22,68,2
1010,4820,22,4,84
1011,4820,22,40,60
1012,4820,22,41,14
1013,4820,22,26,21
1014,4820,22,86,79
1015,4820,22,53,58
1016,4840,22,40,60
1017,4840,22,41,14
1018,4840,22,79,69
1019,4840,22,26,21
1020,4840,22,53,58
1021,4860,22,41,14
1022,4860,22,79,69
1023,4860,22,4,84
1024,4860,22,86,79
1025,4860,22,46,26
1026,4860,22,40,60
1027,4860,22,41,64
1028,4860,22,68,2
1029,4880,22,46,26
1030,4880,22,40,60
1031,4880,22,26,21
1032,4880,22,41,14
1033,4880,22,68,2
1034,4900,22,54,70
1035,4900,22,26,21
1036,4900,22,40,60
1037,4900,22,46,26
1038,4920,22,50,36
1039,4920,22,26,21
1040,4920,22,40,60
1041,4920,22,53,58
1042,4920,22,41,14
1043,4940,22,68,2
1044,4940,22,53,58
1045,4940,22,41,14
1046,4940,22,50,36
1047,4940,22,40,60
1048,4960,22,14,64
1049,4960,22,86,79
1050,4960,22,40,60
1051,4960,22,86,69
1052,4980,22,86,79
1053,4980,22,26,21
1054,4980,22,40,60
1055,4980,22,14,64
1056,4980,22,66,23
1057,4980,22,86,69
1058,5000,22,14,64
1059,5000,22,26,21
1060,5000,22,86,79
1061,5000,22,40,60
1062,5000,22,66,23
1063,5020,22,86,79
1064,5020,22,40,60
1065,5020,22,81,52
1066,5020,22,18,59
1067,5040,22,49,45
1068,5040,22,40,60
1069,5040,22,68,2
1070,5040,22,18,59
1071,5060,22,68,2
1072,5060,22,18,59
1073,5060,22,49,45
1074,5060,22,40,60
1075,5060,22,66,23
1076,5080,22,27,36
1077,5080,22,66,23
1078,5080,22,40,60
1079,5080,22,49,45
1080,5080,22,68,2
1081,5100,22,50,36
1082,5100,22,66,23
1083,5100,22,49,45
1084,5100,22,40,60
1085,5100,22,86,79
1086,5100,22,54,70
1087,5120,22,66,23
1088,5120,22,54,70
1089,5120,22,49,45
1090,5120,22,50,36
1091,5140,22,86,79
1092,5140,22,49,45
1093,5140,22,66,23
1094,5140,22,27,36
1095,5140,22,86,47
1096,5160,22,66,23
1097,5160,22,68,2
1098,5180,22,66,23
1099,5180,22,54,70
1100,5200,22,66,23
1101,5200,22,54,70
1102,5220,22,54,70
1103,5240,22,54,70
1104,5240,22,53,58
1105,5240,22,49,45
1106,5260,22,49,45
1107,5260,22,14,64
1108,5260,22,54,70
1109,5260,22,53,58
1110,5280,22,59,3
1111,5280,22,32,31
1112,5280,22,54,70
1113,5300,22,59,3
1114,5300,22,54,70
1115,5300,22,32,31
1116,5300,22,53,58
1117,5300,22,67,51
1118,5320,22,32,31
1119,5320,22,59,3
1120,5320,22,53,58
1121,5320,22,54,70
1122,5320,22,67,51
1123,5340,22,59,3
1124,5340,22,54,70
1125,5340,22,14,64
1126,5340,22,67,51
1127,5360,22,54,70
1128,5360,22,66,23
1129,5360,22,67,51
1130,5360,22,14,64
1131,5380,22,54,70
1132,5380,22,66,23
1133,5380,22,81,52
1134,5380,22,67,51
1135,5380,22,68,2
1136,5380,22,57,68
1137,5380,22,57,2
1138,5380,22,49,45
1139,5380,22,14,64
1140,5400,22,67,51
1141,5400,22,59,3
1142,5400,22,49,45
1143,5400,22,54,70
1144,5400,22,66,23
1145,5400,22,14,64
1146,5420,22,46,21
1147,5420,22,67,51
1148,5420,22,59,3
1149,5420,22,68,2
1150,5440,22,16,38
1151,5440,22,67,51
1152,5440,22,57,2
1153,5440,22,68,2
1154,5440,22,43,11
1155,5460,22,54,70
1156,5460,22,67,51
1157,5460,22,68,2
1158,5460,22,49,45
1159,5460,22,66,23
1160,5460,22,57,2
1161,5480,22,49,45
1162,5480,22,66,23
1163,5480,22,16,38
1164,5480,22,69,47
1165,5480,22,54,70
1166,5480,22,67,51
1167,5500,22,28,36
1168,5500,22,79,69
1169,5500,22,57,2
1170,5500,22,32,31
1171,5500,22,16,38
1172,5500,22,54,70
1173,5500,22,69,47
1174,5500,22,67,51
1175,5520,22,28,36
1176,5520,22,16,38
1177,5520,22,57,2
1178,5520,22,14,64
1179,5520,22,67,51
1180,5520,22,68,2
1181,5520,22,66,23
1182,5540,22,16,38
1183,5540,22,66,23
1184,5540,22,79,69
1185,5540,22,14,64
1186,5540,22,67,51
1187,5540,22,6,4
1188,5560,22,67,51
1189,5560,22,66,23
1190,5560,22,14,64
1191,5580,22,66,23
1192,5580,22,67,51
1193,5580,22,57,2
1194,5600,22,39,3
1195,5600,22,67,51
1196,5600,22,6,4
1197,5600,22,57,2
1198,5620,22,79,69
1199,5620,22,67,51
1200,5620,22,66,23
1201,5620,22,6,4
1202,5620,22,57,2
1203,5620,22,65,37
1204,5640,22,65,37
1205,5640,22,79,69
1206,5640,22,66,23
1207,5640,22,6,4
1208,5640,22,50,28
1209,5640,22,50,36
1210,5660,22,57,2
1211,5660,22,66,23
1212,5660,22,67,51
1213,5660,22,39,3
1214,5660,22,59,3
1215,5660,22,81,52
1216,5660,22,53,58
1217,5660,22,28,36
1218,5660,22,79,69
1219,5660,22,6,4
1220,5680,22,79,69
1221,5680,22,53,58
1222,5680,22,28,36
1223,5680,22,81,52
1224,5680,22,6,4
1225,5680,22,57,2
1226,5680,22,39,3
1227,5700,22,6,4
1228,5700,22,53,58
1229,5700,22,28,36
1230,5700,22,65,37
1231,5700,22,57,2
1232,5700,22,66,23
1233,5700,22,14,64
1234,5700,22,81,52
1235,5720,22,82,60
1236,5720,22,66,23
1237,5720,22,28,36
1238,5720,22,79,69
1239,5720,22,57,2
1240,5720,22,14,64
1241,5720,22,53,58
1242,5720,22,86,79
1243,5720,22,6,4
1244,5740,22,66,23
1245,5740,22,57,2
1246,5740,22,6,4
1247,5740,22,81,52
1248,5740,22,14,64
1249,5740,22,53,58
1250,5740,22,28,36
1251,5760,22,79,69
1252,5760,22,14,64
1253,5760,22,81,52
1254,5760,22,67,51
1255,5760,22,57,2
1256,5760,22,28,36
1257,5760,22,53,58
1258,5760,22,6,4
